1921.624231,0.051075047
1921.940509,0.046605779
1922.693551,0.036978104
1923.003135,0.034102469
1923.160437,0.034520513
1923.506836,0.039417326
1923.853235,0.043793484
1925.423328,0.040349374
1925.961753,0.032308681
1926.142483,0.030188059
1926.293091,0.027641792
1927.016011,0.019242912
1927.829296,0.018695655
1928.085331,0.021132999
1928.371487,0.024137825
1928.943798,0.034240665
1928.868494,0.030758119
1929.109468,0.044462355
1929.034163,0.038738955
1929.275137,0.054016556
1929.184772,0.048186745
1929.350441,0.058273002
1929.501049,0.06293799
1929.51611,0.06598781
1929.65467,0.073324099
1929.830236,0.081271926
1929.847449,0.084229721
1929.998057,0.092187755
1930.133605,0.095773431
1930.299274,0.098458412
1930.570369,0.105587055
1930.630612,0.109014398
1931.112559,0.122902574
1931.112559,0.120280299
1931.278228,0.133710906
1931.443897,0.137169269
1931.594506,0.14710731
1931.624628,0.150312312
1931.737584,0.154518086
1931.745114,0.156893335
1931.805358,0.15970563
1931.925844,0.165221275
1932.016209,0.169445508
1932.061392,0.174185147
1932.314414,0.17908196
1932.605733,0.181661073
1932.743433,0.184983707
1932.943957,0.185723156
1933.178045,0.188746101
1933.273393,0.182790449
1933.450001,0.174663997
1933.492171,0.169472653
1933.522293,0.167602013
1933.681116,0.162542109
1933.853631,0.152517177
1933.871704,0.150516267
1934.72716,0.141018035
1935.161773,0.139444078
1935.465141,0.134993541
1935.871784,0.129356072
1936.112757,0.124795172
1936.429035,0.115468995
1936.579643,0.110409715
1936.895921,0.099438915
1936.910981,0.09471882
1937.136894,0.092025288
1937.829692,0.106373375
1937.889936,0.108590274
1938.191153,0.111820612
1939.155046,0.107681979
1939.320715,0.104941892
1939.983392,0.088562175
1940.11894,0.083606456
1940.11894,0.081189403
1940.284609,0.076476909
1940.29967,0.072203361
1940.540643,0.062377432
1940.600887,0.059253504
1940.615947,0.056410806
1940.751495,0.052032748
1940.781617,0.047301252
1940.917164,0.044639073
1941.248503,0.039993086
1941.504537,0.036135682
1941.534658,0.034748537
1942.137092,0.02806473
1942.434006,0.023941833
1942.694343,0.020497043
1943.326898,0.016877164
1944.140183,0.01559453
1945.028773,0.017546552
1945.828671,0.024854833
1946.477625,0.02341955
1946.810255,0.021083391
1947.31802,0.018973429
1947.543933,0.018102792
1948.071062,0.016848661
1948.4024,0.018030239
1949.161467,0.020861882
1949.533637,0.022435246
1950.239822,0.022891294
1950.405492,0.020497043
1950.644792,0.017577071
1950.962743,0.01559453
1951.27902,0.016947471
1951.535055,0.018125595
1952.257975,0.018683217
1952.574252,0.01750423
1953.036835,0.017844908
1955.24002,0.025604779
1955.631602,0.022389642
1956.023184,0.020565451
1956.369583,0.022805785
1956.655739,0.025581976
1956.987078,0.028946595
1957.532006,0.041482151
1957.469024,0.038624943
1957.785302,0.045978713
1958.267249,0.049608094
1958.613648,0.044644774
1960.029367,0.044827193
1960.601679,0.049034234
1961.324599,0.050900229
1961.896911,0.045224968
1962.137884,0.04308281
1964.39701,0.036435913
1964.863896,0.033836441
1965.66212,0.030165256
1966.720144,0.032325783
1967.01383,0.034406501
1968.553801,0.043641468
1969.529743,0.04890882
1969.675833,0.050985738
1969.999641,0.055802743
1972.258767,0.058280602
1974.83417,0.059460626
1974.999839,0.062035396
1975.481786,0.063000697
1976.09928,0.064420146
1978.855413,0.067723325
1981.084417,0.06674789
1982.063372,0.099478819
1986.581623,0.082605051
1939.691358,0.097196262
1954.012346,0.03411215
1954.62963,0.030373832
1953.580247,0.027102804
1953.333333,0.023364486
1953.765432,0.031308411
1959.012346,0.038317757
1959.62963,0.041588785
1983.148148,0.111214953
1931.234568,0.127570093
1931.481481,0.142523364
1933.395062,0.178037383
1934.012346,0.144392523
